#CODE;ENGLISH;FRENCH;GERMAN;POLSKI;SPANISH;ITALIAN;SWEDISH;CZECH;HUNGARIAN;DUTCH;PORTUGESE;RUSSIAN;FINNISH;x
PROV8218;Novocherkassk;;;;;;;;;;;;;x
PROV8219;Rostov;;;;;;;;;;;;;x
PROV8220;Tikhoretsk;;;;;;;;;;;;;x
PROV8221;Maykop;;;;;;;;;;;;;x
PROV8222;Sochi;;;;;;;;;;;;;x
PROV8223;Trabzon;;;;;;;;;;;;;x
PROV8224;Bayburt;;;;;;;;;;;;;x
PROV8225;Erzincan;;;;;;;;;;;;;x
PROV8226;Elazig;;;;;;;;;;;;;x
PROV8227;Dyarbakir;;;;;;;;;;;;;x
PROV8228;Al Hasakah;;;;;;;;;;;;;x
PROV8229;Al-Hussainiyah;;;;;;;;;;;;;x
PROV8230;Al Bukamal;;;;;;;;;;;;;x
PROV8231;Al Qaim;;;;;;;;;;;;;x
PROV8232;Rutba;;;;;;;;;;;;;x
PROV8233;Hazem Aljamid;;;;;;;;;;;;;x
PROV8234;Al Mabiyah;;;;;;;;;;;;;x
PROV8235;Al Murayr;;;;;;;;;;;;;x
PROV8236;Dumat Al-Jandal;;;;;;;;;;;;;x
PROV8237;Barqa Daghish;;;;;;;;;;;;;x
PROV8238;Al Assafiyah;;;;;;;;;;;;;x
PROV8239;Hafirat Al-Ayda;;;;;;;;;;;;;x
PROV8240;Khaybar;;;;;;;;;;;;;x
PROV8241;Medina;;;;;;;;;;;;;x
PROV8242;Hafa;;;;;;;;;;;;;x
PROV8243;Hulays;;;;;;;;;;;;;x
PROV8244;Mecca;;;;;;;;;;;;;x
PROV8245;Al Lith;;;;;;;;;;;;;x
PROV8246;Mersa Fatma;;;;;;;;;;;;;x
PROV8247;Vertaddaba;;;;;;;;;;;;;x
PROV8248;Berahle;;;;;;;;;;;;;x
PROV8249;Groppo;;;;;;;;;;;;;x
PROV8250;Dessie;;;;;;;;;;;;;x
PROV8251;Sawla;;;;;;;;;;;;;x
PROV8252;Mizan Teleri;;;;;;;;;;;;;x
PROV8253;Adama;;;;;;;;;;;;;x
PROV8254;Swede;;;;;;;;;;;;;x
PROV8255;Gobe;;;;;;;;;;;;;x
PROV8256;Matago;;;;;;;;;;;;;x
PROV8257;Kersa Dek;;;;;;;;;;;;;x
PROV8258;Kotkot;;;;;;;;;;;;;x
PROV8259;Lake Albert;;;;;;;;;;;;;x
PROV8260;Wajir;;;;;;;;;;;;;x
PROV8261;Dadaab;;;;;;;;;;;;;x
PROV8262;Garissa;;;;;;;;;;;;;x
PROV8263;Dafam;;;;;;;;;;;;;x
PROV8264;Lamu;;;;;;;;;;;;;x
PROV8265;Palma;;;;;;;;;;;;;x
PROV8266;Pemba;;;;;;;;;;;;;x
PROV8267;Memba;;;;;;;;;;;;;x
PROV8268;Nacala;;;;;;;;;;;;;x
PROV8269;Lumbo;;;;;;;;;;;;;x
PROV8270;Angoche;;;;;;;;;;;;;x
PROV8271;Keperveyem;;;;;;;;;;;;;x
PROV8272;Dzhar;;;;;;;;;;;;;x
PROV8273;Ozero Kuonara;;;;;;;;;;;;;x
PROV8274;Salakhut;;;;;;;;;;;;;x
PROV8275;Khetyl'ky;;;;;;;;;;;;;x
PROV8276;Vashnel;;;;;;;;;;;;;x
PROV8277;Novodvinsk;;;;;;;;;;;;;x
PROV8278;Vysokoye;;;;;;;;;;;;;x
PROV8279;Bereznik;;;;;;;;;;;;;x
PROV8280;Uksora;;;;;;;;;;;;;x
PROV8281;Velsk;;;;;;;;;;;;;x
PROV8282;Yukovskaya;;;;;;;;;;;;;x
PROV8283;Kadnikov;;;;;;;;;;;;;x
PROV8284;Orlovo;;;;;;;;;;;;;x
PROV8285;Kostroma;;;;;;;;;;;;;x
PROV8286;Ivanovo;;;;;;;;;;;;;x
PROV8287;Kovrov;;;;;;;;;;;;;x
PROV8288;Murom;;;;;;;;;;;;;x
PROV8289;Kasimov;;;;;;;;;;;;;x
PROV8290;Borets;;;;;;;;;;;;;x
PROV8291;Tambov;;;;;;;;;;;;;x
PROV8292;Zherdevka;;;;;;;;;;;;;x
PROV8293;Ertil;;;;;;;;;;;;;x
PROV8294;Novokhopyorsk;;;;;;;;;;;;;x
PROV8295;Solonka;;;;;;;;;;;;;x
PROV8296;Popovka;;;;;;;;;;;;;x
PROV8297;Belaya Kalitva;;;;;;;;;;;;;x
PROV8298;Semikarakorsk;;;;;;;;;;;;;x
PROV8299;Zernograd;;;;;;;;;;;;;x
PROV8300;Salsk;;;;;;;;;;;;;x
PROV8301;Armavir;;;;;;;;;;;;;x
PROV8302;Udobnaya;;;;;;;;;;;;;x
PROV8303;Teberda;;;;;;;;;;;;;x
PROV8304;Gudauta;;;;;;;;;;;;;x
PROV8305;Rize;;;;;;;;;;;;;x
PROV8306;Erzurum;;;;;;;;;;;;;x
PROV8307;Varto;;;;;;;;;;;;;x
PROV8308;Bingöl;;;;;;;;;;;;;x
PROV8309;Batman;;;;;;;;;;;;;x
PROV8310;Qamishli;;;;;;;;;;;;;x
PROV8311;Al Tanf;;;;;;;;;;;;;x
PROV8312;Al Thawrah;;;;;;;;;;;;;x
PROV8313;Rawa;;;;;;;;;;;;;x
PROV8314;Kalalik;;;;;;;;;;;;;x
PROV8315;Tulaiha;;;;;;;;;;;;;x
PROV8316;Nukhaib;;;;;;;;;;;;;x
PROV8317;Al Jalamid;;;;;;;;;;;;;x
PROV8318;At-Tjer;;;;;;;;;;;;;x
PROV8319;Qara;;;;;;;;;;;;;x
PROV8320;Jubbah;;;;;;;;;;;;;x
PROV8321;Al Bid;;;;;;;;;;;;;x
PROV8322;Gsare Ghzwar;;;;;;;;;;;;;x
PROV8323;Al-Hait;;;;;;;;;;;;;x
PROV8324;Mahd ad-Dahab;;;;;;;;;;;;;x
PROV8325;Fara;;;;;;;;;;;;;x
PROV8326;Ushayrah;;;;;;;;;;;;;x
PROV8327;Taif;;;;;;;;;;;;;x
PROV8328;Al-Mindaq;;;;;;;;;;;;;x
PROV8329;Al Qunfudhah;;;;;;;;;;;;;x
PROV8330;Edd;;;;;;;;;;;;;x
PROV8331;Mallahle;;;;;;;;;;;;;x
PROV8332;Hayu;;;;;;;;;;;;;x
PROV8333;Asaita;;;;;;;;;;;;;x
PROV8334;Gewana;;;;;;;;;;;;;x
PROV8335;Asbe Teferi;;;;;;;;;;;;;x
PROV8336;Teferi Birhan;;;;;;;;;;;;;x
PROV8337;Raaso;;;;;;;;;;;;;x
PROV8338;Daca Sedadi;;;;;;;;;;;;;x
PROV8339;Gurale;;;;;;;;;;;;;x
PROV8340;Bogol;;;;;;;;;;;;;x
PROV8341;Mandera;;;;;;;;;;;;;x
PROV8342;Tokoch;;;;;;;;;;;;;x
PROV8343;Ohooble;;;;;;;;;;;;;x
PROV8344;Hoosingo;;;;;;;;;;;;;x
PROV8345;Ilirney;;;;;;;;;;;;;x
PROV8346;Arylakh;;;;;;;;;;;;;x
PROV8347;Bakhany;;;;;;;;;;;;;x
PROV8348;Ukykit;;;;;;;;;;;;;x
PROV8349;Khudosay;;;;;;;;;;;;;x
PROV8350;Kazym;;;;;;;;;;;;;x
PROV8351;Lutashi;;;;;;;;;;;;;x
PROV8352;Aksenovy;;;;;;;;;;;;;x
PROV8353;Konovalovskaya;;;;;;;;;;;;;x
PROV8354;Shenkursk;;;;;;;;;;;;;x
PROV8355;Anderes;;;;;;;;;;;;;x
PROV8356;Orinodory;;;;;;;;;;;;;x
PROV8357;Totma;;;;;;;;;;;;;x
PROV8358;Soligalich;;;;;;;;;;;;;x
PROV8359;Sudislav;;;;;;;;;;;;;x
PROV8360;Kineshma;;;;;;;;;;;;;x
PROV8361;Yuzha;;;;;;;;;;;;;x
PROV8362;Vyazniki;;;;;;;;;;;;;x
PROV8363;Vyksa;;;;;;;;;;;;;x
PROV8364;Kadom;;;;;;;;;;;;;x
PROV8365;Shatsk;;;;;;;;;;;;;x
PROV8366;Morshansk;;;;;;;;;;;;;x
PROV8367;Uvarovo;;;;;;;;;;;;;x
PROV8368;Borisoglebsk;;;;;;;;;;;;;x
PROV8369;Uryupinsk;;;;;;;;;;;;;x
PROV8370;Kulichky;;;;;;;;;;;;;x
PROV8371;Veshenskaya;;;;;;;;;;;;;x
PROV8372;Morozovsk;;;;;;;;;;;;;x
PROV8373;Konstantinovsk;;;;;;;;;;;;;x
PROV8374;Proletarsk;;;;;;;;;;;;;x
PROV8375;Ipatovo;;;;;;;;;;;;;x
PROV8376;Stavropol;;;;;;;;;;;;;x
PROV8377;Cherkessk;;;;;;;;;;;;;x
PROV8378;Kislovodsk;;;;;;;;;;;;;x
PROV8379;Kutaisi;;;;;;;;;;;;;x
PROV8380;Poti;;;;;;;;;;;;;x
PROV8381;Artvin;;;;;;;;;;;;;x
PROV8382;Horasan;;;;;;;;;;;;;x
PROV8383;Mus;;;;;;;;;;;;;x
PROV8384;Bitlis;;;;;;;;;;;;;x
PROV8385;Sirnak;;;;;;;;;;;;;x
PROV8386;Tal Afar;;;;;;;;;;;;;x
PROV8387;Sinjar;;;;;;;;;;;;;x
PROV8388;Baiji;;;;;;;;;;;;;x
PROV8389;Anah;;;;;;;;;;;;;x
PROV8390;Hit;;;;;;;;;;;;;x
PROV8391;Thamil;;;;;;;;;;;;;x
PROV8392;Ash Shabakah;;;;;;;;;;;;;x
PROV8393;Arar;;;;;;;;;;;;;x
PROV8394;Sakaka;;;;;;;;;;;;;x
PROV8395;Khawa;;;;;;;;;;;;;x
PROV8396;Ar Rawd;;;;;;;;;;;;;x
PROV8397;Hadabah;;;;;;;;;;;;;x
PROV8398;Al-Tuwalat;;;;;;;;;;;;;x
PROV8399;Al Khabra;;;;;;;;;;;;;x
PROV8400;Al-Hanakiyah;;;;;;;;;;;;;x
PROV8401;Umm Aldoom;;;;;;;;;;;;;x
PROV8402;Al Khurma;;;;;;;;;;;;;x
PROV8403;Turbah;;;;;;;;;;;;;x
PROV8404;Sabt Alulayah;;;;;;;;;;;;;x
PROV8405;Muhayil;;;;;;;;;;;;;x
PROV8406;Jazan;;;;;;;;;;;;;x
PROV8407;Assab;;;;;;;;;;;;;x
PROV8408;Manda-Inakir;;;;;;;;;;;;;x
PROV8409;Djibouti;;;;;;;;;;;;;x
PROV8410;Dire Dawa;;;;;;;;;;;;;x
PROV8411;Babile;;;;;;;;;;;;;x
PROV8412;Bedeno;;;;;;;;;;;;;x
PROV8413;Hamero;;;;;;;;;;;;;x
PROV8414;Chieti;;;;;;;;;;;;;x
PROV8415;Melka Chireti;;;;;;;;;;;;;x
PROV8416;Lake Turkana;;;;;;;;;;;;;x
PROV8417;Garbahaarrey;;;;;;;;;;;;;x
PROV8418;Bardere;;;;;;;;;;;;;x
PROV8419;Barsaa;;;;;;;;;;;;;x
PROV8420;Afmadow;;;;;;;;;;;;;x
PROV8421;Kismayo;;;;;;;;;;;;;x
PROV8422;Chuvanski Khrebet;;;;;;;;;;;;;x
PROV8423;Valbut;;;;;;;;;;;;;x
PROV8424;Kyundyudey;;;;;;;;;;;;;x
PROV8425;Merchimelen;;;;;;;;;;;;;x
PROV8426;Ust'Baikha;;;;;;;;;;;;;x
PROV8427;Simyegan;;;;;;;;;;;;;x
PROV8428;Kavra;;;;;;;;;;;;;x
PROV8429;Sharda;;;;;;;;;;;;;x
PROV8430;Borovina;;;;;;;;;;;;;x
PROV8431;Bestuzhevo;;;;;;;;;;;;;x
PROV8432;Kizema;;;;;;;;;;;;;x
PROV8433;Khom;;;;;;;;;;;;;x
PROV8434;Yurmanga;;;;;;;;;;;;;x
PROV8435;Chukhloma;;;;;;;;;;;;;x
PROV8436;Galich;;;;;;;;;;;;;x
PROV8437;Kotlovo;;;;;;;;;;;;;x
PROV8438;Gorodets;;;;;;;;;;;;;x
PROV8439;Dzerzhinsk;;;;;;;;;;;;;x
PROV8440;Kulebaki;;;;;;;;;;;;;x
PROV8441;Temnikov;;;;;;;;;;;;;x
PROV8442;Spassk;;;;;;;;;;;;;x
PROV8443;Kirsanov;;;;;;;;;;;;;x
PROV8444;Balashov;;;;;;;;;;;;;x
PROV8445;Duplyatskiy;;;;;;;;;;;;;x
PROV8446;Novoanninsky;;;;;;;;;;;;;x
PROV8447;Serafimovich;;;;;;;;;;;;;x
PROV8448;Surovikino;;;;;;;;;;;;;x
PROV8449;Lazoriki;;;;;;;;;;;;;x
PROV8450;Kuryachiy;;;;;;;;;;;;;x
PROV8451;Svetlograd;;;;;;;;;;;;;x
PROV8452;Pyatigorsk;;;;;;;;;;;;;x
PROV8453;Nalchik;;;;;;;;;;;;;x
PROV8454;Tskhinvali;;;;;;;;;;;;;x
PROV8455;Gori;;;;;;;;;;;;;x
PROV8456;Kars;;;;;;;;;;;;;x
PROV8457;Igdir;;;;;;;;;;;;;x
PROV8458;Agri;;;;;;;;;;;;;x
PROV8459;Van;;;;;;;;;;;;;x
PROV8460;Siirt;;;;;;;;;;;;;x
PROV8461;Duhok;;;;;;;;;;;;;x
PROV8462;Mosul;;;;;;;;;;;;;x
PROV8463;Tikrit;;;;;;;;;;;;;x
PROV8464;Samarra;;;;;;;;;;;;;x
PROV8465;Ramadi;;;;;;;;;;;;;x
PROV8466;Karbala;;;;;;;;;;;;;x
PROV8467;Moabed;;;;;;;;;;;;;x
PROV8468;Wakast;;;;;;;;;;;;;x
PROV8469;Al-Uwayqilah;;;;;;;;;;;;;x
PROV8470;Al Hayyaniyah;;;;;;;;;;;;;x
PROV8471;Trubah;;;;;;;;;;;;;x
PROV8472;Hail;;;;;;;;;;;;;x
PROV8473;Al-Fuwailiq;;;;;;;;;;;;;x
PROV8474;Rass;;;;;;;;;;;;;x
PROV8475;Duhnah;;;;;;;;;;;;;x
PROV8476;Afif;;;;;;;;;;;;;x
PROV8477;Muwayh;;;;;;;;;;;;;x
PROV8478;Ranyah;;;;;;;;;;;;;x
PROV8479;Al-Aqiq;;;;;;;;;;;;;x
PROV8480;Tabalah;;;;;;;;;;;;;x
PROV8481;Khamis Mushait;;;;;;;;;;;;;x
PROV8482;Abu Arish;;;;;;;;;;;;;x
PROV8483;Harad;;;;;;;;;;;;;x
PROV8484;Hajjah;;;;;;;;;;;;;x
PROV8485;Al Hudaydah;;;;;;;;;;;;;x
PROV8486;Zabid;;;;;;;;;;;;;x
PROV8487;Obock;;;;;;;;;;;;;x
PROV8488;Saylac;;;;;;;;;;;;;x
PROV8489;Jijiga;;;;;;;;;;;;;x
PROV8490;Amudleh;;;;;;;;;;;;;x
PROV8491;Danan;;;;;;;;;;;;;x
PROV8492;Gode Iddiole;;;;;;;;;;;;;x
PROV8493;Waajid;;;;;;;;;;;;;x
PROV8494;Baidoa;;;;;;;;;;;;;x
PROV8495;Dandha;;;;;;;;;;;;;x
PROV8496;Bur Ache;;;;;;;;;;;;;x
PROV8497;Jamaame;;;;;;;;;;;;;x
PROV8498;Moroni;;;;;;;;;;;;;x
PROV8499;Morombe;;;;;;;;;;;;;x
PROV8500;Vayegi;;;;;;;;;;;;;x
PROV8501;Pomazkino;;;;;;;;;;;;;x
PROV8502;Tagyndzhynskiy Khrebet;;;;;;;;;;;;;x
PROV8503;Urey;;;;;;;;;;;;;x
PROV8504;Turukhansk;;;;;;;;;;;;;x
PROV8505;Syutyooyyakha;;;;;;;;;;;;;x
PROV8506;Krasnyy Okun;;;;;;;;;;;;;x
PROV8507;Bogatka;;;;;;;;;;;;;x
PROV8508;Ukhmenga;;;;;;;;;;;;;x
PROV8509;Kollektivnyy;;;;;;;;;;;;;x
PROV8510;Vonzhuga;;;;;;;;;;;;;x
PROV8511;Okulovskaya;;;;;;;;;;;;;x
PROV8512;Kulibarovo;;;;;;;;;;;;;x
PROV8513;Kologriv;;;;;;;;;;;;;x
PROV8514;Neya;;;;;;;;;;;;;x
PROV8515;Makaryev;;;;;;;;;;;;;x
PROV8516;Semyonov;;;;;;;;;;;;;x
PROV8517;Nizhniy Novgorod;;;;;;;;;;;;;x
PROV8518;Arzamas;;;;;;;;;;;;;x
PROV8519;Pervomaysk;;;;;;;;;;;;;x
PROV8520;Insar;;;;;;;;;;;;;x
PROV8521;Belinsky;;;;;;;;;;;;;x
PROV8522;Arkadak;;;;;;;;;;;;;x
PROV8523;Kalininsk;;;;;;;;;;;;;x
PROV8524;Tersa;;;;;;;;;;;;;x
PROV8525;Mikhaylovka;;;;;;;;;;;;;x
PROV8526;Frolovo;;;;;;;;;;;;;x
PROV8527;Kalach-na-Donu;;;;;;;;;;;;;x
PROV8528;Volgodonsk;;;;;;;;;;;;;x
PROV8529;Fomin;;;;;;;;;;;;;x
PROV8530;Elista;;;;;;;;;;;;;x
PROV8531;Budyonnovsk;;;;;;;;;;;;;x
PROV8532;Zelenokumsk;;;;;;;;;;;;;x
PROV8533;Prokhladny;;;;;;;;;;;;;x
PROV8534;Vladikavkaz;;;;;;;;;;;;;x
PROV8535;Tbilisi;;;;;;;;;;;;;x
PROV8536;Gyumri;;;;;;;;;;;;;x
PROV8537;Yerevan;;;;;;;;;;;;;x
PROV8538;Matsumoto;;;;;;;;;;;;;x
PROV8539;Khoy;;;;;;;;;;;;;x
PROV8540;Hakkari;;;;;;;;;;;;;x
PROV8541;Soran;;;;;;;;;;;;;x
PROV8542;Arbil;;;;;;;;;;;;;x
PROV8543;Kirkuk;;;;;;;;;;;;;x
PROV8544;Baqubah;;;;;;;;;;;;;x
PROV8545;Baghdad;;;;;;;;;;;;;x
PROV8546;Hillah;;;;;;;;;;;;;x
PROV8547;Najaf;;;;;;;;;;;;;x
PROV8548;Ahwiz;;;;;;;;;;;;;x
PROV8549;Al-Salman;;;;;;;;;;;;;x
PROV8550;Rafna;;;;;;;;;;;;;x
PROV8551;Al Zabirah;;;;;;;;;;;;;x
PROV8552;Tanumah;;;;;;;;;;;;;x
PROV8553;Buraydah;;;;;;;;;;;;;x
PROV8554;Unaizah;;;;;;;;;;;;;x
PROV8555;Shaqrah;;;;;;;;;;;;;x
PROV8556;Halaban;;;;;;;;;;;;;x
PROV8557;Mudharrah Thumaydan;;;;;;;;;;;;;x
PROV8558;Burq al Jarabi;;;;;;;;;;;;;x
PROV8559;Tatlis;;;;;;;;;;;;;x
PROV8560;Bisha;;;;;;;;;;;;;x
PROV8561;Habawnah;;;;;;;;;;;;;x
PROV8562;Muscat;;;;;;;;;;;;;x
PROV8563;Amran;;;;;;;;;;;;;x
PROV8564;Sanaa;;;;;;;;;;;;;x
PROV8565;Yarim;;;;;;;;;;;;;x
PROV8566;Taizz;;;;;;;;;;;;;x
PROV8567;Aden;;;;;;;;;;;;;x
PROV8568;Lughaya;;;;;;;;;;;;;x
PROV8569;Hargeisa;;;;;;;;;;;;;x
PROV8570;Degeh Bur;;;;;;;;;;;;;x
PROV8571;Kebri Dehar;;;;;;;;;;;;;x
PROV8572;Shilavo;;;;;;;;;;;;;x
PROV8573;Sulsul;;;;;;;;;;;;;x
PROV8574;Xuddur;;;;;;;;;;;;;x
PROV8575;War Gubey;;;;;;;;;;;;;x
PROV8576;Wanlawein;;;;;;;;;;;;;x
PROV8577;Merca;;;;;;;;;;;;;x
PROV8578;Bekodoka;;;;;;;;;;;;;x
PROV8579;Tambohorano;;;;;;;;;;;;;x
PROV8580;Maintirano;;;;;;;;;;;;;x
PROV8581;Belo Tsiribihina;;;;;;;;;;;;;x
PROV8582;Belo sur Mer;;;;;;;;;;;;;x
PROV8583;Manja;;;;;;;;;;;;;x
PROV8584;Ankazoabo;;;;;;;;;;;;;x
PROV8585;Toliara;;;;;;;;;;;;;x
PROV8586;Itampolo;;;;;;;;;;;;;x
PROV8587;Marolinta;;;;;;;;;;;;;x
PROV8588;Algan;;;;;;;;;;;;;x
PROV8589;Innakh;;;;;;;;;;;;;x
PROV8590;Sobopol;;;;;;;;;;;;;x
PROV8591;Oldondo;;;;;;;;;;;;;x
PROV8592;Bol'shoy Porog;;;;;;;;;;;;;x
PROV8593;Khetta;;;;;;;;;;;;;x
PROV8594;Karpogory;;;;;;;;;;;;;x
PROV8595;Ura;;;;;;;;;;;;;x
PROV8596;Lambas;;;;;;;;;;;;;x
PROV8597;Timokhovskaya;;;;;;;;;;;;;x
PROV8598;Sukhonskiy;;;;;;;;;;;;;x
PROV8599;Koksharka;;;;;;;;;;;;;x
PROV8600;Verkhnespasskoye;;;;;;;;;;;;;x
PROV8601;Manturovo;;;;;;;;;;;;;x
PROV8602;Vetluga;;;;;;;;;;;;;x
PROV8603;Klyukino;;;;;;;;;;;;;x
PROV8604;Lyskovo;;;;;;;;;;;;;x
PROV8605;Lukoyanov;;;;;;;;;;;;;x
PROV8606;Saransk;;;;;;;;;;;;;x
PROV8607;Sytinka;;;;;;;;;;;;;x
PROV8608;Penza;;;;;;;;;;;;;x
PROV8609;Atkarsk;;;;;;;;;;;;;x
PROV8610;Krasnoarmeysk;;;;;;;;;;;;;x
PROV8611;Zhirnovsk;;;;;;;;;;;;;x
PROV8612;Kotovo;;;;;;;;;;;;;x
PROV8613;Dubovka;;;;;;;;;;;;;x
PROV8614;Stalingrad;;;;;;;;;;;;;x
PROV8615;Kotelnikovo;;;;;;;;;;;;;x
PROV8616;Shatta;;;;;;;;;;;;;x
PROV8617;Chonta;;;;;;;;;;;;;x
PROV8618;Manych;;;;;;;;;;;;;x
PROV8619;Neftekumsk;;;;;;;;;;;;;x
PROV8620;Mozdok;;;;;;;;;;;;;x
PROV8621;Grozny;;;;;;;;;;;;;x
PROV8622;Telavi;;;;;;;;;;;;;x
PROV8623;Ijevan;;;;;;;;;;;;;x
PROV8624;Vardenik;;;;;;;;;;;;;x
PROV8625;Marand;;;;;;;;;;;;;x
PROV8626;Strait of Tartary;;;;;;;;;;;;;x
PROV8627;Abyek;;;;;;;;;;;;;x
PROV8628;Naqadeh;;;;;;;;;;;;;x
PROV8629;Al Sulaymaniyah;;;;;;;;;;;;;x
PROV8630;Halabja;;;;;;;;;;;;;x
PROV8631;Khanaqin;;;;;;;;;;;;;x
PROV8632;Mandali;;;;;;;;;;;;;x
PROV8633;Diwaniyah;;;;;;;;;;;;;x
PROV8634;Samawah;;;;;;;;;;;;;x
PROV8635;Al Bussayah;;;;;;;;;;;;;x
PROV8636;Rawdat Habbas;;;;;;;;;;;;;x
PROV8637;Al Hadaqah;;;;;;;;;;;;;x
PROV8638;Minsafa;;;;;;;;;;;;;x
PROV8639;Al-Artawiyah;;;;;;;;;;;;;x
PROV8640;Al Majmaah;;;;;;;;;;;;;x
PROV8641;Dhurma;;;;;;;;;;;;;x
PROV8642;Ad-Diriyah;;;;;;;;;;;;;x
PROV8643;Al Ahmar;;;;;;;;;;;;;x
PROV8644;Fahhamah;;;;;;;;;;;;;x
PROV8645;Kumdah;;;;;;;;;;;;;x
PROV8646;Kabkabiyah;;;;;;;;;;;;;x
PROV8647;Al Qarnayn;;;;;;;;;;;;;x
PROV8648;Khubash;;;;;;;;;;;;;x
PROV8649;Al Hazm;;;;;;;;;;;;;x
PROV8650;Marib;;;;;;;;;;;;;x
PROV8651;Al Bayda;;;;;;;;;;;;;x
PROV8652;Zinjibar;;;;;;;;;;;;;x
PROV8653;Berbera;;;;;;;;;;;;;x
PROV8654;Burco;;;;;;;;;;;;;x
PROV8655;Tukayel;;;;;;;;;;;;;x
PROV8656;Werder;;;;;;;;;;;;;x
PROV8657;Garanio Horre;;;;;;;;;;;;;x
PROV8658;Ferfer;;;;;;;;;;;;;x
PROV8659;Beledweyne;;;;;;;;;;;;;x
PROV8660;Bulobarde;;;;;;;;;;;;;x
PROV8661;Mogadishu;;;;;;;;;;;;;x
PROV8662;Koungou;;;;;;;;;;;;;x
PROV8663;Soalala;;;;;;;;;;;;;x
PROV8664;Mahabe;;;;;;;;;;;;;x
PROV8665;Itondy;;;;;;;;;;;;;x
PROV8666;Isalo;;;;;;;;;;;;;x
PROV8667;Mandronarivo;;;;;;;;;;;;;x
PROV8668;Behisatra;;;;;;;;;;;;;x
PROV8669;Ilakaka;;;;;;;;;;;;;x
PROV8670;Belamoty;;;;;;;;;;;;;x
PROV8671;Ambahita;;;;;;;;;;;;;x
PROV8672;Ambovombe;;;;;;;;;;;;;x
PROV8673;Khrebet Rarytkin;;;;;;;;;;;;;x
PROV8674;Chinaun;;;;;;;;;;;;;x
PROV8675;Tara-Sala;;;;;;;;;;;;;x
PROV8676;Markhara;;;;;;;;;;;;;x
PROV8677;Ayagli;;;;;;;;;;;;;x
PROV8678;Purpe;;;;;;;;;;;;;x
PROV8679;Nyukhcha;;;;;;;;;;;;;x
PROV8680;Severnyy;;;;;;;;;;;;;x
PROV8681;Palova;;;;;;;;;;;;;x
PROV8682;Solvychegodsk;;;;;;;;;;;;;x
PROV8683;Kotlas;;;;;;;;;;;;;x
PROV8684;Veliky Ustyug;;;;;;;;;;;;;x
PROV8685;Nikolsk;;;;;;;;;;;;;x
PROV8686;Vokhma;;;;;;;;;;;;;x
PROV8687;Krutenskiy;;;;;;;;;;;;;x
PROV8688;Uren;;;;;;;;;;;;;x
PROV8689;Kozmodemyansk;;;;;;;;;;;;;x
PROV8690;Sergach;;;;;;;;;;;;;x
PROV8691;Ardatov;;;;;;;;;;;;;x
PROV8692;Nikolsk;;;;;;;;;;;;;x
PROV8693;Kuznetsk;;;;;;;;;;;;;x
PROV8694;Petrovsk;;;;;;;;;;;;;x
PROV8695;Saratov;;;;;;;;;;;;;x
PROV8696;Rovnoye;;;;;;;;;;;;;x
PROV8697;Kamyshin;;;;;;;;;;;;;x
PROV8698;Lugovaya Proleyka;;;;;;;;;;;;;x
PROV8699;Znamensk;;;;;;;;;;;;;x
PROV8700;Krasnoselsk;;;;;;;;;;;;;x
PROV8701;Oktyabrskiy;;;;;;;;;;;;;x
PROV8702;Utta;;;;;;;;;;;;;x
PROV8703;Komsomolskiy;;;;;;;;;;;;;x
PROV8704;Yuzhno-Sukhokumsk;;;;;;;;;;;;;x
PROV8705;Zelyonoye;;;;;;;;;;;;;x
PROV8706;Khasavyurt;;;;;;;;;;;;;x
PROV8707;Kvareli;;;;;;;;;;;;;x
PROV8708;Qazakh;;;;;;;;;;;;;x
PROV8709;Ivanyan;;;;;;;;;;;;;x
PROV8710;Kapan;;;;;;;;;;;;;x
PROV8711;Tabriz;;;;;;;;;;;;;x
PROV8712;Mamaghan;;;;;;;;;;;;;x
PROV8713;Miandoab;;;;;;;;;;;;;x
PROV8714;Bane;;;;;;;;;;;;;x
PROV8715;Eslamabad Gharb;;;;;;;;;;;;;x
PROV8716;Ilam;;;;;;;;;;;;;x
PROV8717;Dehloran;;;;;;;;;;;;;x
PROV8718;Kut;;;;;;;;;;;;;x
PROV8719;Shatrah;;;;;;;;;;;;;x
PROV8720;Nasiriyah;;;;;;;;;;;;;x
PROV8721;Salin;;;;;;;;;;;;;x
PROV8722;Hafar Al-Batin;;;;;;;;;;;;;x
PROV8723;Al Fiwan;;;;;;;;;;;;;x
PROV8724;Manakh;;;;;;;;;;;;;x
PROV8725;Al Rahabah;;;;;;;;;;;;;x
PROV8726;Tumair;;;;;;;;;;;;;x
PROV8727;Al Muzahmiyah;;;;;;;;;;;;;x
PROV8728;Al Hulwah;;;;;;;;;;;;;x
PROV8729;Laylah;;;;;;;;;;;;;x
PROV8730;Al Bidi;;;;;;;;;;;;;x
PROV8731;As-Sullayyil;;;;;;;;;;;;;x
PROV8732;Qaryah Qaryat al Faw;;;;;;;;;;;;;x
PROV8733;Uruq Al Awarik;;;;;;;;;;;;;x
PROV8734;Markaz Al Kanawir;;;;;;;;;;;;;x
PROV8735;Nuhayyil;;;;;;;;;;;;;x
PROV8736;Shabwah;;;;;;;;;;;;;x
PROV8737;Ataq;;;;;;;;;;;;;x
PROV8738;Mudiyah;;;;;;;;;;;;;x
PROV8739;Sara Hahan;;;;;;;;;;;;;x
